Nom;Prenom;Conflit;Date deces;Departement de naissance;Nom departement de naissance
MOHAMED;Ben Ghaji;1914-1918;25/05/1917;9350;Maroc
MOHAMED;Ben Lahcen;1914-1918;16/04/1917;9350;Maroc
MOHAMED;ben Lahcen;1914-1918;15/05/1918;9350;Maroc
MOHAMED;Ben Lahoucine;1914-1918;05/09/1914;9350;Maroc
MOHAMED;Ben Lahoussine;1914-1918;15/07/1918;9350;Maroc
MOHAMED;Ben Lhassen;1914-1918;22/05/1916;9350;Maroc
MOHAMED;Ben Lhassen;1914-1918;16/04/1917;9350;Maroc
MOHAMED;Ben M'Hamed;1914-1918;01/06/1918;9350;Maroc
MOHAMED;Ben Mebareck;1914-1918;24/07/1915;9350;Maroc
MOHAMED;Ben Moha El Filalli;1914-1918;04/11/1915;9350;Maroc
MOHAMED;Ben Mohamed;1914-1918;21/01/1919;9350;Maroc
MOHAMED;Ben Mohamed;1914-1918;02/02/1917;9350;Maroc
MOHAMED;Ben Mohamed;1914-1918;27/07/1916;9350;Maroc
MOHAMED;Ben Saed;1914-1918;25/09/1915;9350;Maroc
MOHAMED;Ben Saed;1914-1918;30/04/1915;9350;Maroc
MOHAMMED;Ben Allel;1914-1918;27/09/1917;9350;Maroc
MOULAY ALI;Ben Mohamed;1914-1918;05/09/1914;9350;Maroc
RAHAC;Ben Hamadi;1914-1918;28/06/1918;9350;Maroc
RAHAG;Ben Kaddour;1914-1918;30/09/1918;9350;Maroc
REGRAGUI;Ben Mohamed;1914-1918;08/01/1915;9350;Maroc
SALAH;Ben Abdelkader;1914-1918;17/04/1917;9350;Maroc
SI MOHAMED;Ben Abdallah;1914-1918;16/09/1914;9350;Maroc
SLIMAN;Ben Mohamed;1914-1918;01/05/1915;9350;Maroc
TAHAR;Bel Belhoul;1914-1918;06/10/1915;9350;Maroc
YAHIA;Ould Ramdan;1914-1918;23/09/1914;9350;Maroc
ZIDANE;Bouziane Ben Ali;1914-1918;14/07/1916;9350;Maroc
ABDALLAH;Ben Ahmed;1914-1918;16/06/1915;9350;Maroc
ABDALLAH;Ben Miloud;1914-1918;13/05/1915;9350;Maroc
ABDELKADER;Ben Mahjoub;1914-1918;08/01/1915;9350;Maroc
ABDERRAHMAN;Ben Djilali;1914-1918;23/09/1914;9350;Maroc
ABDERRAHMANE;Ben Larbi;1914-1918;16/06/1915;9350;Maroc
ABDESSELAM;Ben Salah;1914-1918;06/10/1915;9350;Maroc
ABDESSELEM;Ben Djilali;1914-1918;09/10/1914;9350;Maroc
ABDESSELEM;Ben Mohamed;1914-1918;26/03/1915;9350;Maroc
ABDESSELEM;Ben Mohamed;1914-1918;16/04/1917;9350;Maroc
AHMED;Ben Brahim;1914-1918;19/08/1918;9350;Maroc
AHMED;Ben El Mazoui;1914-1918;17/06/1915;9350;Maroc
AHMED;Ben Hadj;1914-1918;25/03/1915;9350;Maroc
AHMED;Ben Mohamed;1914-1918;20/11/1918;9350;Maroc
AHMED;Ben Mohamed;1914-1918;03/10/1918;9350;Maroc
AHMED;Ben Saed;1914-1918;06/10/1915;9350;Maroc
ALI;Ben Ahmed;1914-1918;27/08/1918;9350;Maroc
ALI;Ben L'Flin;1914-1918;05/05/1915;9350;Maroc
ALI;Ben Mohamed;1914-1918;16/04/1917;9350;Maroc
ALI;Ben Mohamed;1914-1918;15/03/1915;9350;Maroc
ALLAH;Ben Mohamed;1914-1918;18/01/1915;9350;Maroc
AMAR;Ben Brahim;1914-1918;16/04/1917;9350;Maroc
AMAR;Ben Smael;1914-1918;30/04/1915;9350;Maroc
AOMAR;Ben Djilali;1914-1918;18/07/1918;9350;Maroc
AOMAR;Ben El Khadir;1914-1918;16/09/1918;9350;Maroc
AOMAR;Ben Semaa;1914-1918;10/06/1918;9350;Maroc
AZROUG;Ben Abbou;1914-1918;03/05/1915;9350;Maroc
BARCK;Ben Khader;1914-1918;12/06/1918;9350;Maroc
BELKEIR;Ben Mabrouck;1914-1918;06/10/1915;9350;Maroc
BOU MOHAMED;Ben Mohamed;1914-1918;06/10/1915;9350;Maroc
BOUCHAeB;Ben Djilali;1914-1918;17/06/1918;9350;Maroc
BOUDJEMAA;Ben Zekri;1914-1918;31/08/1918;9350;Maroc
BOUSKRI;Ben Rahal;1914-1918;17/10/1918;9350;Maroc
BOUSSELEM;Ben Mohamed;1914-1918;07/09/1914;9350;Maroc
BRICK;Ben Habib;1914-1918;02/05/1919;9350;Maroc
BUCK;Ben El Hadj;1914-1918;25/10/1918;9350;Maroc
DJIAN;Messaoud;1914-1918;19/04/1917;9350;Maroc
DJILALI;Ben Bouchaeb;1914-1918;;9350;Maroc
DJILALI;Ben Mohamed;1914-1918;;9350;Maroc
DJILLALI;Ben Abbou;1914-1918;26/04/1915;9350;Maroc
EL AYACHI;Ben Ammouden;1914-1918;05/09/1914;9350;Maroc
EL HACHEMI;Ben Saed;1914-1918;08/06/1918;9350;Maroc
EL KEBIR;Ben Ahmed;1914-1918;16/06/1915;9350;Maroc
EL KEBIR;Ben Hadj;1914-1918;11/04/1919;9350;Maroc
EL MATTI;Ben Mohamed;1914-1918;06/10/1915;9350;Maroc
EL MOKTAR;Ben Ahmed;1914-1918;15/03/1915;9350;Maroc
EMBARECK;Ben Aomar;1914-1918;02/09/1914;9350;Maroc
EMBARECK;Ben Larbi;1914-1918;06/12/1916;9350;Maroc
EMBAREK;Ben Thami;1914-1918;02/01/1918;9350;Maroc
FERADJ;Ben El Hadj Mohamed;1914-1918;31/08/1915;9350;Maroc
HAMADI;Ben Djilali;1914-1918;09/08/1918;9350;Maroc
HAMED;Ben Houman;1914-1918;23/05/1916;9350;Maroc
HAMED;Ben Mohamed Chergui;1914-1918;17/04/1917;9350;Maroc
HASSOU;Ben Ali;1914-1918;25/04/1916;9350;Maroc
KABBOUR;Ben Mohamed;1914-1918;06/09/1915;9350;Maroc
KADDOUR;Ould Embareck;1914-1918;13/10/1917;9350;Maroc
KHELIFAT;Ben Allal;1914-1918;09/11/1916;9350;Maroc
L'HASSEN;Ben Brahim;1914-1918;15/09/1914;9350;Maroc
LAHOUSSINE;Ben Bel Hadj;1914-1918;06/10/1915;9350;Maroc
LAHOUSSINE;Ben Hamadi Masun;1914-1918;13/07/1915;9350;Maroc
LAHSSEN;Ould Amed;1914-1918;22/01/1918;9350;Maroc
LAKDAR;Ould El Medzabour;1914-1918;21/08/1918;9350;Maroc
LAKReNE;Ben Mohamed Ben Abdessalem;1914-1918;02/12/1916;9350;Maroc
LARBI;Ben Hammou;1914-1918;06/07/1918;9350;Maroc
LARBI;Ben Mohamed;1914-1918;18/07/1918;9350;Maroc
LHASSEN;Ben Abdallah;1914-1918;30/09/1918;9350;Maroc
LHASSEN;Ben Lahbib;1914-1918;20/11/1918;9350;Maroc
M'AHMED;Ben Kacem;1914-1918;06/10/1915;9350;Maroc
M'AHMED;Ben Mohamed;1914-1918;20/08/1918;9350;Maroc
M'BARECK;Ben Haha;1914-1918;17/04/1917;9350;Maroc
M'BARECK;Ben Lahoussine;1914-1918;05/05/1915;9350;Maroc
M'HAMED;Ben Hamed;1914-1918;15/09/1914;9350;Maroc
M'HAMMED;Ben Mohamed;1914-1918;21/01/1919;9350;Maroc
M'SAeDA;Ben Mohamed;1914-1918;21/10/1917;9350;Maroc
MAROUF;Ben Abbou;1914-1918;15/07/1918;9350;Maroc
MAZOUB;Ben Hadj Amouar Ben Lahcine;1914-1918;08/05/1918;9350;Maroc
MILON;Ben Ahmed;1914-1918;04/06/1915;9350;Maroc
MILON;Ben Ahmed;1914-1918;04/06/1915;9350;Maroc
MOHAMED;Bel El Kebir;1914-1918;13/01/1915;9350;Maroc
MOHAMED;Bel Hadj;1914-1918;03/10/1918;9350;Maroc
MOHAMED;Ben Abderrahman;1914-1918;22/05/1916;9350;Maroc
MOHAMED;Ben Abderrahmane;1914-1918;08/01/1915;9350;Maroc
MOHAMED;Ben Ahmed;1914-1918;14/12/1915;9350;Maroc
MOHAMED;Ben Ahmed;1914-1918;05/09/1914;9350;Maroc
MOHAMED;Ben Ahmed;1914-1918;24/05/1916;9350;Maroc
MOHAMED;Ben Ahmed Abdallah;1914-1918;05/05/1915;9350;Maroc
MOHAMED;Ben Ali;1914-1918;29/05/1918;9350;Maroc
MOHAMED;Ben Ali;1914-1918;18/06/1918;9350;Maroc
MOHAMED;Ben Bouazza;1914-1918;09/11/1918;9350;Maroc
MOHAMED;Ben Hami;1914-1918;05/05/1915;9350;Maroc
MOHAMED;Ben Lematten Salem;1914-1918;16/04/1917;9350;Maroc
MOHAMED;Ben Lhassen;1914-1918;20/09/1918;9350;Maroc
MOHAMED;Ben Mohamed;1914-1918;19/10/1917;9350;Maroc
MOHAMED;Ben Mohamed;1914-1918;02/06/1918;9350;Maroc
MOHAMED;Ben Mohamed;1914-1918;06/10/1915;9350;Maroc
MOHAMED;Ben Thami;1914-1918;05/06/1917;9350;Maroc
MOHAMED;Ben Tibari;1914-1918;30/05/1915;9350;Maroc
MOHAMMED;Ben Messaoud;1914-1918;06/09/1914;9350;Maroc
MOHAMMED;Ould El Arbi;1914-1918;12/04/1917;9350;Maroc
MUSTAPHA;Ben Assen;1914-1918;20/01/1916;9350;Maroc
OMAR;Ould Bachir;1914-1918;18/07/1916;9350;Maroc
RABAH;Ben Abdelkader;1914-1918;17/04/1917;9350;Maroc
SAeD;Ben Ali;1914-1918;16/04/1917;9350;Maroc
SALEM;Ben Ali;1914-1918;21/08/1918;9350;Maroc
SI BRAHIM;Ben Si Amor;1914-1918;09/08/1918;9350;Maroc
TAHAR;Ben Tari;1914-1918;13/03/1915;9350;Maroc
THAMI;Ben Si El Maati;1914-1918;18/07/1918;9350;Maroc
ABBAS;Ben Mohamed;1914-1918;26/05/1915;9350;Maroc
ABBAS;Ben Mohamed ben Brahim;1914-1918;27/10/1915;9350;Maroc
ABBeS;Ben Abdesselem;1914-1918;29/07/1915;9350;Maroc
ABDALLAH;Ben Bouchaeb;1914-1918;05/09/1914;9350;Maroc
ABDALLAH;Ben Larroussi;1914-1918;16/04/1917;9350;Maroc
ABDALLAH;Ben Mohamed;1914-1918;05/09/1914;9350;Maroc
ABDALLAH;Ben Salem Ben Lhassen El Hihi;1914-1918;05/09/1914;9350;Maroc
ABDELKADER;Ben Ahmed;1914-1918;16/04/1917;9350;Maroc
ABDELKADER;Ben Barck;1914-1918;04/10/1918;9350;Maroc
ABDELKADER;Ben Haddou;1914-1918;14/12/1916;9350;Maroc
ABDELKADER;Ben Larbi;1914-1918;15/06/1918;9350;Maroc
ABDERRAHMAN;Ben Ahmed;1914-1918;10/07/1918;9350;Maroc
ABDERRAHMAN;Ben Larbi;1914-1918;16/05/1916;9350;Maroc
ABDESSELEM;Ben Abdelkader;1914-1918;;9350;Maroc
ABDESSELEM;Ben Ameeer;1914-1918;08/01/1915;9350;Maroc
AHMED;Ben Ali;1914-1918;09/05/1915;9350;Maroc
AHMED;Ben Ali;1914-1918;07/10/1915;9350;Maroc
AHMED;Ben Bouchaeb;1914-1918;25/08/1918;9350;Maroc
AHMED;Ben Mahedi;1914-1918;16/04/1917;9350;Maroc
AHMED;Ben Mohamed;1914-1918;28/06/1918;9350;Maroc
AHMED;Ben Mohamed;1914-1918;06/11/1918;9350;Maroc
AHMED;Ben Mohamed;1914-1918;16/06/1915;9350;Maroc
AHMED;Ben Saed;1914-1918;06/10/1915;9350;Maroc
AeSSA;Ben L'Hassen;1914-1918;12/10/1918;9350;Maroc
ALI;Ben Embarek;1914-1918;20/08/1918;9350;Maroc
ALLAH;Ben Rehal;1914-1918;13/01/1915;9350;Maroc
ALLAL;Ben Abderrahman;1914-1918;27/05/1915;9350;Maroc
ALLAL;Ben Grimo;1914-1918;;9350;Maroc
ALLAL;Ben Lhassen;1914-1918;05/05/1915;9350;Maroc
AMEUR;Ben Mohamed;1914-1918;11/08/1918;9350;Maroc
AOMAR;Ben Lhassen;1914-1918;25/03/1915;9350;Maroc
BEN BOUCHETA;El Hachemi;1914-1918;09/04/1918;9350;Maroc
BOUANE;Ben Belaed;1914-1918;11/09/1914;9350;Maroc
BOUCHAeB;Ben Lasri;1914-1918;06/10/1915;9350;Maroc
BOUCHAeB;Ben Mohamed;1914-1918;24/05/1916;9350;Maroc
BOUTEeB;Ben Ali;1914-1918;12/09/1914;9350;Maroc
BRAHIM;Ben Regragui;1914-1918;06/04/1916;9350;Maroc
DAHMAN;Ben Abderrahman;1914-1918;28/06/1918;9350;Maroc
DJILALI;Ben Larbi;1914-1918;06/10/1915;9350;Maroc
DJILALI;Ben Mohamed;1914-1918;04/06/1915;9350;Maroc
EL HACHMI;Ben Kacem;1914-1918;08/01/1915;9350;Maroc
EL HAOUSSINE;Ben Abbes;1914-1918;16/09/1914;9350;Maroc
EL HAOUSSINE;Ben El Arbi;1914-1918;06/10/1915;9350;Maroc
EL HIMEUR;Ben Tebea;1914-1918;26/05/1915;9350;Maroc
EL MATI ZAIANI;Bel Hadj;1914-1918;10/02/1916;9350;Maroc
EL MILOUDI;Ben Daman;1914-1918;12/03/1915;9350;Maroc
FEDOUL;Ben Lhassen;1914-1918;13/01/1915;9350;Maroc
HADOUCH;Ben Mohamed Douriani;1914-1918;30/06/1918;9350;Maroc
HAMIDA;Ben Marck Ben Embarck;1914-1918;28/06/1915;9350;Maroc
HOMAN;Ben Ahmed;1914-1918;08/05/1918;9350;Maroc
KADDOUR;Ben Ali;1914-1918;31/08/1918;9350;Maroc
KHELIFA;Ben Kaddour;1914-1918;19/07/1918;9350;Maroc
L'HABBIB;Ben Abdellah;1914-1918;16/06/1915;9350;Maroc
L'HASSEN;Ben Mohamed;1914-1918;21/09/1914;9350;Maroc
LAASSEN;Ben Mohamed;1914-1918;15/03/1915;9350;Maroc
LACHMI;Ben Djilali;1914-1918;06/10/1915;9350;Maroc
LAHAYMI;Bel Mansour;1914-1918;06/05/1915;9350;Maroc
LAHCeNE;Ben Mohamed;1914-1918;09/05/1915;9350;Maroc
LAHSSEN;Ben Mohamed;1914-1918;04/10/1915;9350;Maroc
LARBI;Ben Lahoussine;1914-1918;16/08/1918;9350;Maroc
LARBI;Ben M'Babouchi;1914-1918;30/09/1918;9350;Maroc
LARBI;Ben Miloudi;1914-1918;05/09/1914;9350;Maroc
LARBI;Ben Rehal;1914-1918;11/05/1915;9350;Maroc
LASSEUR;Ben Hadj;1914-1918;11/10/1918;9350;Maroc
LHACEN;Ben Bouziane;1914-1918;16/06/1917;9350;Maroc
LHASSEN;Ben M'Hmed;1914-1918;06/10/1915;9350;Maroc
M'AHMED;Ben Mohamed;1914-1918;06/10/1915;9350;Maroc
M'BARECK;Ben Eddi;1914-1918;22/04/1919;9350;Maroc
M'BARECK;Ben Hamida;1914-1918;17/09/1914;9350;Maroc
M'BARK;Ben Ali;1914-1918;19/07/1917;9350;Maroc
M'HAMED;Ben Mohamed;1914-1918;05/09/1914;9350;Maroc
MAJOUB;Ben Hammad;1914-1918;18/11/1917;9350;Maroc
MILOUD;Ben Ahmed;1914-1918;30/04/1915;9350;Maroc
MILOUD;Ould Ferradji;1914-1918;30/05/1918;9350;Maroc
MOGHARDI;Mohamed Ould Belkelier;1914-1918;16/04/1917;9350;Maroc
MOHAMED;Bel El Hadj Ben Abdesselam;1914-1918;10/07/1918;9350;Maroc
MOHAMED;Ben Abbes;1914-1918;07/05/1916;9350;Maroc
MOHAMED;Ben Abdallah;1914-1918;04/10/1915;9350;Maroc
MOHAMED;Ben Abdelkader Ben Yimna;1914-1918;16/09/1918;9350;Maroc
MOHAMED;Ben Ahmed;1914-1918;06/05/1918;9350;Maroc
MOHAMED;Ben Ahmed Abdallah;1914-1918;03/05/1915;9350;Maroc
MOHAMED;Ben Ali;1914-1918;28/06/1918;9350;Maroc
MOHAMED;Ben Ali;1914-1918;02/09/1915;9350;Maroc
MOHAMED;Ben Allal;1914-1918;09/07/1917;9350;Maroc
MOHAMED;Ben Dakal;1914-1918;16/04/1917;9350;Maroc
MOHAMED;Ben Lahoucine;1914-1918;09/08/1918;9350;Maroc
MOHAMED;Ben Larbi;1914-1918;17/09/1914;9350;Maroc
MOHAMED;Ben Larbi;1914-1918;05/05/1915;9350;Maroc
MOHAMED;Ben Lhassen;1914-1918;30/04/1916;9350;Maroc
MOHAMED;Ben Liamani;1914-1918;30/04/1916;9350;Maroc
MOHAMED;Ben Matti;1914-1918;20/08/1918;9350;Maroc
MOHAMED;Ben Mohamed;1914-1918;20/12/1917;9350;Maroc
MOHAMED;Ben Mohamed;1914-1918;19/10/1917;9350;Maroc
MOHAMED;Ben Tahar;1914-1918;08/10/1915;9350;Maroc
MOHAMED;M'Bareck;1914-1918;26/04/1916;9350;Maroc
MOHAMED BEN AISSA;;1914-1918;08/07/1918;9350;Maroc
MOHAMMED;Ben Bellah;1914-1918;19/03/1915;9350;Maroc
MOHAMMED;Ben Hamou;1914-1918;25/02/1916;9350;Maroc
MOHAMMED;Ben Kaddour;1914-1918;30/07/1916;9350;Maroc
MOHAMMED;Ben Moumoul;1914-1918;23/09/1914;9350;Maroc
MOULAY TAHAR;Ben Abdelahouet;1914-1918;05/05/1915;9350;Maroc
NACEUR;Ben Ali;1914-1918;31/08/1918;9350;Maroc
OMAR;Ben Allal;1914-1918;05/09/1914;9350;Maroc
RAHAL;Ben Hadj Tajar;1914-1918;30/07/1917;9350;Maroc
SAeD;Ben Messaoud;1914-1918;28/06/1918;9350;Maroc
SAeD;Ben Mohamed;1914-1918;06/09/1914;9350;Maroc
SLIMAN;Ben Hachemi;1914-1918;05/09/1914;9350;Maroc
SLIMAN;Ben Mohamed;1914-1918;31/08/1918;9350;Maroc
SMAeL;Ben Ahmed;1914-1918;16/05/1915;9350;Maroc
TAHAR;Ben Ahmed;1914-1918;30/09/1918;9350;Maroc
TAHAR;Ben Mohamed;1914-1918;31/08/1918;9350;Maroc
TAIBI;Ben M'Ahmed;1914-1918;03/03/1919;9350;Maroc
ABBeS;Ben Ahmed;1914-1918;18/07/1918;9350;Maroc
ABDALLAH;Ben Allal;1914-1918;21/05/1919;9350;Maroc
ABDALLAH;Ben M'ahmed;1914-1918;08/06/1919;9350;Maroc
ABDALLAH;Ben M'Barck;1914-1918;02/08/1918;9350;Maroc
ABDALLAH;Ben Mohamed;1914-1918;30/04/1916;9350;Maroc
ABDALLAH;Ben Said;1914-1918;22/08/1918;9350;Maroc
ABDELAZIZ;Ben Bou Aeda;1914-1918;06/10/1915;9350;Maroc
ABDELKADER;Ben Fatmi;1914-1918;16/04/1917;9350;Maroc
ABDELKADER;Ben Mohamed;1914-1918;06/10/1915;9350;Maroc
ABDESSALEM;Ben Ahmed;1914-1918;26/02/1919;9350;Maroc
ABDESSELEM;Ben Ahmed;1914-1918;30/09/1918;9350;Maroc
ABDESSELEM;Ben Ahmed;1914-1918;01/07/1915;9350;Maroc
ABDESSELEM;Ben Mohamed;1914-1918;23/03/1915;9350;Maroc
AHMED;Ben Abbes;1914-1918;06/10/1915;9350;Maroc
AHMED;Ben Ahmed;1914-1918;23/04/1915;9350;Maroc
AHMED;Ben Allal;1914-1918;30/09/1918;9350;Maroc
AHMED;Ben Aomar;1914-1918;16/09/1914;9350;Maroc
AHMED;Ben Djillali;1914-1918;23/07/1915;9350;Maroc
AHMED;Ben Kaddour;1914-1918;27/05/1915;9350;Maroc
AHMED;Ben Larbi;1914-1918;09/08/1918;9350;Maroc
AHMED;Ben Mohamed;1914-1918;;9350;Maroc
AHMED;Ben Mohamed;1914-1918;30/05/1915;9350;Maroc
AHMED;Ben Mohamed;1914-1918;10/01/1915;9350;Maroc
AHMED;Ben Mohamed;1914-1918;24/05/1916;9350;Maroc
AHMED;Ben Mohamed;1914-1918;06/09/1914;9350;Maroc
AHMED;Ben Moussa El Amri;1914-1918;08/01/1915;9350;Maroc
AHMED;Ben Salah;1914-1918;15/06/1915;9350;Maroc
AHSSEN;Ben Mavani;1914-1918;08/01/1915;9350;Maroc
AeAD;Ben Allal;1914-1918;15/07/1918;9350;Maroc
ALI;Ben Ahmed;1914-1918;05/05/1915;9350;Maroc
ALI;Ben Hadj;1914-1918;20/08/1918;9350;Maroc
ALI;Ben Hammou;1914-1918;17/12/1915;9350;Maroc
ALI;Ben Kacem;1914-1918;06/08/1918;9350;Maroc
ALI;Ben Mohamed;1914-1918;13/01/1915;9350;Maroc
ALLAL;Ben Brick;1914-1918;27/06/1918;9350;Maroc
ALLAL;Ben Tahar;1914-1918;29/10/1916;9350;Maroc
AOMAR;Ben Hamada;1914-1918;28/06/1918;9350;Maroc
BACHIR;Ben Brick;1914-1918;16/04/1917;9350;Maroc
BAREK;Ben Faragi;1914-1918;11/08/1919;9350;Maroc
BELKEIR;Ben Fatha;1914-1918;12/11/1918;9350;Maroc
BELKRER;Ben Barck;1914-1918;06/10/1915;9350;Maroc
BEN AeSSA;Ben El Hadj;1914-1918;26/06/1918;9350;Maroc
BOUABIB;Ben Bouazza;1914-1918;18/08/1917;9350;Maroc
BOUCHAeB;Ben Bidda;1914-1918;27/05/1915;9350;Maroc
BOUCHAeB;Ben M'Ahmed;1914-1918;16/04/1917;9350;Maroc
BOUCHTA;Ben Hassen;1914-1918;12/06/1918;9350;Maroc
BOUDALI;Ben Djilali;1914-1918;16/06/1915;9350;Maroc
BOUDJEMeA-ROUJOIN;Ben Messaoud;1914-1918;19/11/1914;9350;Maroc
BOUZIANI;Ben Hamida;1914-1918;06/10/1915;9350;Maroc
BRAHIM;Ben M'Barck;1914-1918;06/10/1915;9350;Maroc
BRAHIM;Ben Mohamed;1914-1918;25/12/1914;9350;Maroc
BRICK;Ben Ahmed El Marrakchi;1914-1918;18/06/1915;9350;Maroc
DJILALI;Ben Lahoussine;1914-1918;16/04/1917;9350;Maroc
DJILLALI;Ben Ahmed;1914-1918;08/05/1918;9350;Maroc
DRISS;Ben Bel Hadj;1914-1918;06/10/1915;9350;Maroc
DRISS;Ben Larbi;1914-1918;05/06/1917;9350;Maroc
FARADJ;Ben M'Barek;1914-1918;17/09/1914;9350;Maroc
FERADJI;Zemmouri;1914-1918;17/02/1915;9350;Maroc
HADDOU;Ben Ali;1914-1918;25/09/1915;9350;Maroc
HAMADI;Ben Salah;1914-1918;05/09/1914;9350;Maroc
KHALIFA;Ben Djullali;1914-1918;16/04/1917;9350;Maroc
LAHCENE;Ben Ahmed;1914-1918;24/09/1917;9350;Maroc
LAHOUCINE;Ben Aomar;1914-1918;17/05/1918;9350;Maroc
LAHOUCINE;Ben Thiboun;1914-1918;20/08/1918;9350;Maroc
LAHOUSSINE;Ben Brahim;1914-1918;20/08/1918;9350;Maroc
LARBI;Ben Aomar;1914-1918;09/01/1915;9350;Maroc
LARBI;Ben Djilali;1914-1918;06/10/1915;9350;Maroc
LARBI;Ben Mekki;1914-1918;12/09/1916;9350;Maroc
LARBI;Ben Mohamed;1914-1918;17/10/1918;9350;Maroc
LARBI;Ben Razzi;1914-1918;05/09/1914;9350;Maroc
LHASSEN;Ben Ahmed;1914-1918;24/09/1917;9350;Maroc
LHASSEN;Ben Djillali;1914-1918;01/10/1918;9350;Maroc
LHASSEN;Ben Hamou;1914-1918;05/09/1914;9350;Maroc
LHASSEN;Ben Mohamed;1914-1918;02/12/1917;9350;Maroc
M'AHMED;Ben Matti;1914-1918;20/05/1917;9350;Maroc
M'BARCK;Ben Mohamed;1914-1918;18/07/1918;9350;Maroc
M'BARECK;Ben Mohamed;1914-1918;06/10/1915;9350;Maroc
M'BAREK;Ben Ahmed;1914-1918;05/05/1915;9350;Maroc
M'BAREK;Ben Mohamed;1914-1918;08/08/1918;9350;Maroc
M'HAMED;Ben Bouchta;1914-1918;16/06/1915;9350;Maroc
MADJOUB;Ben Hadj Salah;1914-1918;26/05/1915;9350;Maroc
MAHOMED;Ould Laguette;1914-1918;04/08/1918;9350;Maroc
MANSOURI;Mohamed;1914-1918;14/09/1916;9350;Maroc
MATTI;Ben Mohamed;1914-1918;16/03/1915;9350;Maroc
MOHA;Ben Miloud;1914-1918;20/07/1918;9350;Maroc
MOHAMED;Bel Hadj;1914-1918;14/06/1915;9350;Maroc
MOHAMED;Ben Abbes;1914-1918;20/04/1915;9350;Maroc
MOHAMED;Ben Abdallah;1914-1918;07/06/1918;9350;Maroc
MOHAMED;Ben Abdesselem;1914-1918;30/08/1914;9350;Maroc
MOHAMED;Ben Addi;1914-1918;06/10/1915;9350;Maroc
MOHAMED;Ben Ahmed;1914-1918;13/03/1915;9350;Maroc
MOHAMED;Ben Ahmed;1914-1918;05/09/1914;9350;Maroc
MOHAMED;Ben Ahmed;1914-1918;05/09/1914;9350;Maroc
MOHAMED;Ben Ahmed;1914-1918;09/08/1918;9350;Maroc
MOHAMED;Ben Ahmed;1914-1918;16/02/1917;9350;Maroc
MOHAMED;ben Ahmed;1914-1918;30/11/1915;9350;Maroc
MOHAMED;Ben Ali;1914-1918;26/09/1918;9350;Maroc
MOHAMED;Ben Allal;1914-1918;29/08/1917;9350;Maroc
MOHAMED;Ben Bachir;1914-1918;15/03/1915;9350;Maroc
MOHAMED;Ben Bouchaeb;1914-1918;13/03/1915;9350;Maroc
MOHAMED;Ben Dahmas;1914-1918;27/08/1916;9350;Maroc
MOHAMED;Ben Djilali;1914-1918;20/12/1914;9350;Maroc
MOHAMED;Ben Fatni;1914-1918;26/07/1918;9350;Maroc
MOHAMED;Ben Hamdane;1914-1918;22/04/1916;9350;Maroc
MOHAMED;Ben Kacem;1914-1918;31/08/1918;9350;Maroc
MOHAMED;Ben Larbi;1914-1918;25/05/1918;9350;Maroc
MOHAMED;Ben Larbi;1914-1918;07/12/1918;9350;Maroc
MOHAMED;Ben M'Bareck;1914-1918;09/01/1915;9350;Maroc
MOHAMED;Ben Madani Ben Madi;1914-1918;06/05/1915;9350;Maroc
MOHAMED;Ben Mathi;1914-1918;13/01/1915;9350;Maroc
MOHAMED;Ben Rami Maklazenit;1914-1918;27/09/1918;9350;Maroc
MOHAMED;Ben Salah;1914-1918;08/04/1916;9350;Maroc
MOHAMED;Ben Zama;1914-1918;08/01/1915;9350;Maroc
MOHAMED;Ould Si Ammi;1914-1918;14/11/1918;9350;Maroc
MOHAMMED;Ben Lhassen;1914-1918;05/09/1914;9350;Maroc
MOHAMMED;Ben M'Barck;1914-1918;24/02/1916;9350;Maroc
MOULAe;M'Ahmed;1914-1918;05/10/1914;9350;Maroc
RAHAL;Ben Djilali;1914-1918;05/09/1914;9350;Maroc
RENABDER BEN BRAHIM BEN LACHEL;;1914-1918;09/04/1917;9350;Maroc
SALAH;Ben Ali;1914-1918;09/08/1918;9350;Maroc
SOUGRATI;Ben Messaoud;1914-1918;30/04/1915;9350;Maroc
SOUSSI MOHAMED;Ben Lhassen;1914-1918;12/11/1915;9350;Maroc
TAHAR;Ben Thami;1914-1918;30/04/1916;9350;Maroc
TAYEB;Ould Amar;1914-1918;15/07/1916;9350;Maroc
THAMI;Ben Ahmed;1914-1918;29/05/1915;9350;Maroc
ABBAS;Ben Larbi;1914-1918;19/07/1918;9350;Maroc
ABBeS;Ben Hadj;1914-1918;27/05/1915;9350;Maroc
ABDALLAH;Ben Mohamed;1914-1918;11/01/1919;9350;Maroc
ABDALLAH;Ben Tibari;1914-1918;11/09/1915;9350;Maroc
ABDELKADER;Ben Allah;1914-1918;16/05/1918;9350;Maroc
ABDELKADER;Ben Bouazza;1914-1918;27/09/1918;9350;Maroc
ABDELKADER;Ben Houssine El Kalae;1914-1918;10/01/1917;9350;Maroc
ABDELKADER;Ben Lahoussine;1914-1918;21/10/1917;9350;Maroc
ABDELKADER;Ben Mohamed;1914-1918;27/05/1915;9350;Maroc
ABDELKADER;Ben Mohamed;1914-1918;23/04/1917;9350;Maroc
ABDELMOUMeNE;;1914-1918;18/04/1917;9350;Maroc
