Nom;Prenom;Conflit;Date deces;Departement de naissance;Nom departement de naissance
BOUCHTAH;Ben Salah Ben Larbi;1914-1918;25/11/1914;9350;Maroc
BRAHIM;Ben M'Hamed;1914-1918;06/10/1915;9350;Maroc
DAHMAN;Ben Bouchta;1914-1918;30/09/1918;9350;Maroc
DJILALI;Bel Arbi;1914-1918;09/05/1915;9350;Maroc
DJILLALI;Ben Hahmed;1914-1918;22/09/1916;9350;Maroc
DJILLALI;Ben Hamou;1914-1918;21/07/1918;9350;Maroc
EL BEIN;Ben Mohamed;1914-1918;17/09/1914;9350;Maroc
EL KEBIR;Ben Driss;1914-1918;12/05/1916;9350;Maroc
EL YAZID;Ben Allal;1914-1918;29/06/1916;9350;Maroc
HADY;Mohamed Ben Lhacene;1914-1918;14/01/1915;9350;Maroc
HAMMAN;Ben Mohamed;1914-1918;06/10/1915;9350;Maroc
HASSEN;Ben Abdallah;1914-1918;18/06/1915;9350;Maroc
KABBOUR;Ben Saed;1914-1918;13/01/1915;9350;Maroc
LAHOUSSINE;Ben Abdesselem;1914-1918;06/10/1915;9350;Maroc
LAHOUSSINE;Ben Ahmed;1914-1918;13/05/1917;9350;Maroc
LAHOUSSINE;Ben Lachmi;1914-1918;05/05/1915;9350;Maroc
LARBI;Ben Adbesselem;1914-1918;08/08/1918;9350;Maroc
LARBI;Ben Ali;1914-1918;15/10/1918;9350;Maroc
LASSEN;Ben Hadj;1914-1918;21/10/1918;9350;Maroc
LHASSEN;Ben Mohamed Labdi;1914-1918;14/02/1918;9350;Maroc
M'AHMED;Ben Larbi;1914-1918;08/01/1915;9350;Maroc
M'BARECK;Ben Mohamed;1914-1918;18/06/1915;9350;Maroc
M'BAREK;Ben Blel;1914-1918;16/08/1918;9350;Maroc
M'BARK;Ben Ali;1914-1918;05/09/1914;9350;Maroc
M'HAMED;Ben Mohamed Ben Kaddour;1914-1918;20/08/1918;9350;Maroc
MALKA;Jules;1914-1918;09/06/1915;9350;Maroc
MESSAOUD;Ben Haumad;1914-1918;26/09/1919;9350;Maroc
MIMOUN;Ben Daoud;1914-1918;16/04/1917;9350;Maroc
MOHAMED;Ben Abdelhadji;1914-1918;08/01/1915;9350;Maroc
MOHAMED;Ben Abderman;1914-1918;10/08/1918;9350;Maroc
MOHAMED;Ben Ador;1914-1918;04/01/1915;9350;Maroc
MOHAMED;ben Ahmed;1914-1918;24/10/1915;9350;Maroc
MOHAMED;Ben Ali;1914-1918;31/08/1915;9350;Maroc
MOHAMED;Ben Ali;1914-1918;25/10/1915;9350;Maroc
MOHAMED;Ben Ali Chaoui;1914-1918;01/06/1915;9350;Maroc
MOHAMED;Ben Allal;1914-1918;27/05/1915;9350;Maroc
MOHAMED;Ben Aomar;1914-1918;28/10/1917;9350;Maroc
MOHAMED;Ben Brahim;1914-1918;09/09/1917;9350;Maroc
MOHAMED;Ben Larbi;1914-1918;16/04/1917;9350;Maroc
MOHAMED;Ben Larbi;1914-1918;15/08/1916;9350;Maroc
MOHAMED;Ben Larbi;1914-1918;25/09/1915;9350;Maroc
MOHAMED;Ben Lhassen;1914-1918;06/10/1915;9350;Maroc
MOHAMED;Ben Mohamed;1914-1918;23/08/1916;9350;Maroc
MOHAMED;Ben Mohamed;1914-1918;17/04/1917;9350;Maroc
MOHAMED;Ben Mohamed;1914-1918;08/08/1918;9350;Maroc
MOHAMED;Ben Naceur;1914-1918;05/09/1914;9350;Maroc
MOHAMED;Ben Saed;1914-1918;11/01/1915;9350;Maroc
MOHAMED;Ould Bella;1914-1918;21/06/1915;9350;Maroc
MOHAMED BEN MEHEND;;1914-1918;30/07/1918;9350;Maroc
MOHAMMED;Ben M'Hamed;1914-1918;24/10/1918;9350;Maroc
MOHAMMED;Ben Mohamed;1914-1918;05/09/1914;9350;Maroc
MOKTAR;Ben Fequih;1914-1918;26/09/1918;9350;Maroc
OUDADES;El Ben Kebir;1914-1918;05/09/1914;9350;Maroc
RAHAL;Ben Abdallah;1914-1918;16/04/1917;9350;Maroc
RAHAL;Ben Bouazza;1914-1918;20/10/1915;9350;Maroc
REGRAGUI;Ben Smaen;1914-1918;19/10/1917;9350;Maroc
RHALI;Ben Mohamed;1914-1918;18/07/1918;9350;Maroc
SAeD;Ben Brahim;1914-1918;30/05/1915;9350;Maroc
SALAH;Ben Embarck;1914-1918;07/10/1914;9350;Maroc
SALAH;Ben Embarek;1914-1918;30/08/1916;9350;Maroc
SALAH;Ben L'Hamou;1914-1918;04/07/1917;9350;Maroc
SALAH;Ben Saed;1914-1918;29/08/1916;9350;Maroc
SALAH;Ben Tahar;1914-1918;08/01/1915;9350;Maroc
SEDIK;Ben Hamou;1914-1918;27/08/1918;9350;Maroc
TAYEB;Ould Amar;1914-1918;15/07/1916;9350;Maroc
THAMI;Ben Allal;1914-1918;11/10/1915;9350;Maroc
THAMI;Ben Driss;1914-1918;25/09/1918;9350;Maroc
THOMI;Ben Hadj;1914-1918;05/09/1914;9350;Maroc
ABBeS;Ben Sellan;1914-1918;18/07/1918;9350;Maroc
ABDALLAH;Ben Embarck;1914-1918;25/11/1915;9350;Maroc
ABDELKADER;Ben Ahmed;1914-1918;16/02/1917;9350;Maroc
ABDELKADER;Ben Amara;1914-1918;05/06/1917;9350;Maroc
ABDELKADER;Ould Ali Ben Kanoud;1914-1918;28/12/1917;9350;Maroc
ABDERRAHMAN;Ben Ahmed;1914-1918;08/08/1918;9350;Maroc
ABDERRAHMAN;Ben Mohamed;1914-1918;06/04/1918;9350;Maroc
ABDESSELAM;Ben Allal;1914-1918;26/09/1918;9350;Maroc
ABDESSELAM;Ben El Feldik;1914-1918;25/05/1915;9350;Maroc
ABDESSELEM;Ben Allal;1914-1918;09/11/1918;9350;Maroc
ABDESSELEM;Ben Mohamed;1914-1918;28/06/1918;9350;Maroc
ABDESSELEM;Ben Mohamed;1914-1918;31/08/1918;9350;Maroc
ABDESSELEM;Khadir;1914-1918;21/08/1918;9350;Maroc
ABSLEM;Ben Djilelli;1914-1918;09/10/1914;9350;Maroc
AHMED;Ben Abbes;1914-1918;05/10/1915;9350;Maroc
AHMED;Ben Abbes;1914-1918;29/05/1915;9350;Maroc
AHMED;Ben Ali;1914-1918;07/07/1917;9350;Maroc
AHMED;Ben L'Hassen;1914-1918;08/01/1915;9350;Maroc
AHMED;Ben L'Hassen;1914-1918;28/06/1918;9350;Maroc
AHMED;Ben Lahoussine;1914-1918;06/10/1915;9350;Maroc
AHMED;Ben Larbi;1914-1918;11/06/1918;9350;Maroc
AHMED;Ben M'Barck;1914-1918;06/05/1915;9350;Maroc
AHMED;Ben Mohamed;1914-1918;24/06/1915;9350;Maroc
AHMED;Ben Moumen;1914-1918;06/10/1915;9350;Maroc
AHMED;Ben Rahal;1914-1918;16/06/1915;9350;Maroc
AHMED;Ben Tahsar;1914-1918;26/06/1915;9350;Maroc
AeSSA;Ben Djilali;1914-1918;;9350;Maroc
ALI;Ben Ali;1914-1918;16/06/1915;9350;Maroc
ALI;Ben Berae Ben Hadj;1914-1918;20/08/1918;9350;Maroc
ALI;Ben Brahim;1914-1918;05/11/1918;9350;Maroc
ALI;Ben Mohamed;1914-1918;26/09/1918;9350;Maroc
ALI;Ben Mohamed;1914-1918;12/06/1918;9350;Maroc
ALI;Ben Mohamed;1914-1918;26/05/1915;9350;Maroc
ALLAL;Ben M'Ahmed;1914-1918;08/01/1915;9350;Maroc
ALLEL;Ben Mohamed;1914-1918;18/07/1918;9350;Maroc
AOMAR;Ben Bourdane;1914-1918;20/07/1918;9350;Maroc
AOMAR;Ben Hadj;1914-1918;27/07/1918;9350;Maroc
BARCK;Ben Saed;1914-1918;20/04/1917;9350;Maroc
BOUAZA;Ould Mohamed;1914-1918;30/09/1914;9350;Maroc
BOUDJEMA;Ben Saed;1914-1918;17/09/1914;9350;Maroc
BRAHIM;Ben Ahmed;1914-1918;06/09/1914;9350;Maroc
BRAHIM;Ben Ahmed;1914-1918;13/05/1915;9350;Maroc
BRAHIM;Ben Mohamed;1914-1918;06/10/1915;9350;Maroc
BRAHIM BEN HALICeNE;Ben Mohamed;1914-1918;12/04/1918;9350;Maroc
BRICK;Ben Larbi;1914-1918;31/08/1918;9350;Maroc
DADOUH;Ben Mohamed;1914-1918;12/06/1918;9350;Maroc
EL MAHJOUB;Ben Mohamed;1914-1918;15/03/1915;9350;Maroc
FEDALI;Ben Djilali;1914-1918;04/10/1918;9350;Maroc
HADJ MOHAMED;Ben Ahmed;1914-1918;08/01/1915;9350;Maroc
HAMIDA;Ben Abdesselem;1914-1918;09/06/1918;9350;Maroc
HAOUSSINE;Ben Ahmed;1914-1918;03/04/1916;9350;Maroc
KHELIFA;Bel Hadj Djilali Ben Tahar;1914-1918;09/08/1918;9350;Maroc
LACHEMI;Ben Larbi;1914-1918;06/09/1916;9350;Maroc
LACHEMI;Ben Yazid;1914-1918;07/05/1915;9350;Maroc
LAHCENE;Bel Hadj;1914-1918;30/10/1914;9350;Maroc
LAHOUSSINE;Ben Hamou;1914-1918;16/11/1915;9350;Maroc
LAHOUSSINE;Ben Sliman;1914-1918;29/05/1915;9350;Maroc
LAHSSEN;Ben Ali;1914-1918;06/10/1915;9350;Maroc
LAHSSEN;Ben Mohamed;1914-1918;02/09/1914;9350;Maroc
LARBI;Ben Abdesselem;1914-1918;16/04/1917;9350;Maroc
LARBI;Ben Ahmed;1914-1918;04/09/1916;9350;Maroc
LARBI;Ben Messaoud;1914-1918;06/10/1915;9350;Maroc
LARBI;Ben Mohamed;1914-1918;06/10/1915;9350;Maroc
LARBI;Ben Mohamed;1914-1918;06/10/1915;9350;Maroc
LARBI;Ben Moussa;1914-1918;08/05/1919;9350;Maroc
LARBI;Ben Rahal;1914-1918;05/09/1914;9350;Maroc
LHASSEN;Bel Hadj;1914-1918;11/08/1918;9350;Maroc
LHASSEN;Ben Ahmed;1914-1918;17/01/1915;9350;Maroc
LHASSEN;Ben Besseri;1914-1918;25/07/1919;9350;Maroc
LHASSEN;Ben Driss;1914-1918;16/03/1915;9350;Maroc
LKSARI OU KASSRI;;1914-1918;13/12/1915;9350;Maroc
M'AHMED;Ben Allah Ben Hadj;1914-1918;17/09/1914;9350;Maroc
M'BARECK;Ben L'Mohamed;1914-1918;16/04/1917;9350;Maroc
M'BAREK;Ben Farradji;1914-1918;05/01/1916;9350;Maroc
MAHJOUB;Ben Ahmed;1914-1918;19/06/1918;9350;Maroc
MAHJOUB;Ben Saed;1914-1918;29/11/1918;9350;Maroc
MEKKI;Ben Aomar;1914-1918;23/03/1915;9350;Maroc
MILOUD;Ben Embarck;1914-1918;22/03/1916;9350;Maroc
MIMOUN;Ben Mohamed;1914-1918;14/08/1917;9350;Maroc
MOHAMED;Ben Ahmed;1914-1918;18/07/1918;9350;Maroc
MOHAMED;Ben Ahmed;1914-1918;10/03/1917;9350;Maroc
MOHAMED;Ben Ali;1914-1918;13/03/1915;9350;Maroc
MOHAMED;Ben Ali;1914-1918;08/01/1915;9350;Maroc
MOHAMED;Ben Allah;1914-1918;30/10/1914;9350;Maroc
MOHAMED;Ben Bouaza;1914-1918;22/10/1914;9350;Maroc
MOHAMED;Ben Brick;1914-1918;06/10/1915;9350;Maroc
MOHAMED;Ben Brick;1914-1918;16/09/1916;9350;Maroc
MOHAMED;Ben El Hadj;1914-1918;23/09/1915;9350;Maroc
MOHAMED;Ben Hamed;1914-1918;13/03/1915;9350;Maroc
MOHAMED;Ben Kaddour;1914-1918;21/05/1916;9350;Maroc
MOHAMED;Ben Larbi;1914-1918;28/06/1918;9350;Maroc
MOHAMED;Ben Lhassen;1914-1918;30/09/1918;9350;Maroc
MOHAMED;Ben Matti;1914-1918;06/10/1915;9350;Maroc
MOHAMED;Ben Mohamed;1914-1918;15/03/1915;9350;Maroc
MOHAMED;Ben Mohamed;1914-1918;06/09/1914;9350;Maroc
MOHAMED;Ben Rekki;1914-1918;19/08/1917;9350;Maroc
MOHAMED;Ben Saed;1914-1918;27/03/1915;9350;Maroc
MOHAMED;Ben Saed;1914-1918;17/06/1915;9350;Maroc
MOHAMED;Ben Tahar;1914-1918;08/08/1918;9350;Maroc
MOHAMED;Ben Tahar;1914-1918;16/05/1918;9350;Maroc
MOHAMED;Ben Tahar;1914-1918;22/07/1915;9350;Maroc
MOHAMED;Ben Taecha;1914-1918;28/04/1914;9350;Maroc
MOHAMED;Ben Yahar;1914-1918;09/05/1915;9350;Maroc
MOHAMED;Ber Sar;1914-1918;05/03/1919;9350;Maroc
MOHAMMED;Ben Mohammed;1914-1918;16/10/1918;9350;Maroc
MOULAY;Larbi;1914-1918;05/09/1914;9350;Maroc
MOULAY THAMI;Ben Mahjoub;1914-1918;05/09/1914;9350;Maroc
OMAR;Ben Mohamed;1914-1918;06/10/1915;9350;Maroc
REDDAH;Ben Boubeker;1914-1918;28/06/1918;9350;Maroc
SALAH;Ben Milouh;1914-1918;30/06/1915;9350;Maroc
SALAH;Ben Mohamed;1914-1918;01/09/1918;9350;Maroc
SLIMAN;Ben Mohamed;1914-1918;12/09/1914;9350;Maroc
SMAALI;Ben Allil;1914-1918;06/03/1918;9350;Maroc
THAMI;Ben Mohamed Dit Deami;1914-1918;27/09/1918;9350;Maroc
YOUSSEF;Ben Ahmed;1914-1918;08/02/1919;9350;Maroc
ABBeS;Ben El Haoussine;1914-1918;06/10/1915;9350;Maroc
ABDALLAH;Ben Ahmed Dit Essoussi;1914-1918;15/03/1916;9350;Maroc
ABDALLAH;Ben Brick;1914-1918;06/10/1915;9350;Maroc
ABDALLAH;Ben Hadj;1914-1918;17/10/1918;9350;Maroc
ABDEL KADER;Ben Tayeb;1914-1918;16/08/1917;9350;Maroc
ABDELKADER;Ben El Mekki;1914-1918;26/09/1918;9350;Maroc
ABDELKADER LOUIFI;ben Ahmed;1914-1918;26/03/1915;9350;Maroc
ABDELLAH;Ben Abbes;1914-1918;13/03/1915;9350;Maroc
ABDERRAHMAN;Ben Saed;1914-1918;25/12/1914;9350;Maroc
ABDESSELAM;Ben Abbes;1914-1918;16/05/1915;9350;Maroc
ABDESSELEM;Ben Ali;1914-1918;24/03/1919;9350;Maroc
ABDESSELEM;Ben Ali Senadji;1914-1918;12/09/1916;9350;Maroc
ABDESSELEM;Ben Alles;1914-1918;16/04/1917;9350;Maroc
ADDI;Ben Brahim;1914-1918;17/09/1914;9350;Maroc
AHMANI;Ben Addou;1914-1918;04/09/1918;9350;Maroc
AHMED;Ben Abbes;1914-1918;17/09/1914;9350;Maroc
AHMED;Ben Abbes;1914-1918;26/05/1915;9350;Maroc
AHMED;Ben Abdallah;1914-1918;05/09/1914;9350;Maroc
AHMED;Ben Bacha;1914-1918;16/04/1917;9350;Maroc
AHMED;Ben Bouazza;1914-1918;19/03/1915;9350;Maroc
AHMED;Ben Bouchaeb;1914-1918;18/08/1918;9350;Maroc
AHMED;Ben Hamou;1914-1918;18/04/1917;9350;Maroc
AHMED;Ben Lhassen;1914-1918;25/05/1917;9350;Maroc
AHMED;Ben Lhassen;1914-1918;16/03/1915;9350;Maroc
AHMED;Ben Mohamed Mesguini;1914-1918;18/07/1918;9350;Maroc
AHMED;Ben Ohmar;1914-1918;07/10/1915;9350;Maroc
AHMED;Ben Salah;1914-1918;12/09/1916;9350;Maroc
ALI;Ben Hammou;1914-1918;25/11/1914;9350;Maroc
ALI;Ben Salah;1914-1918;08/10/1915;9350;Maroc
ALI;Ben Tayeb;1914-1918;02/08/1918;9350;Maroc
ALLAL;Bel Hadj;1914-1918;12/12/1916;9350;Maroc
ALLAL;Ben Abbes;1914-1918;30/09/1916;9350;Maroc
AMAR;Ben Addou;1914-1918;06/06/1915;9350;Maroc
AMAR;Mardochee;1914-1918;26/04/1915;9350;Maroc
AOMAR;Ben Abbes;1914-1918;12/09/1917;9350;Maroc
AOMAR;Ben Brahim;1914-1918;06/10/1915;9350;Maroc
AOMAR;Ben Larbi;1914-1918;03/10/1915;9350;Maroc
AYAD;Ben Bachir;1914-1918;05/03/1919;9350;Maroc
BARCK;Ben Tahar;1914-1918;26/07/1918;9350;Maroc
BASSOU;Ben Ali;1914-1918;05/09/1914;9350;Maroc
BELAID;Ben Ambareck;1914-1918;16/05/1919;9350;Maroc
BELGACEM;Ben Azouez;1914-1918;24/06/1917;9350;Maroc
BELLAL;Ben Belkhir;1914-1918;12/03/1915;9350;Maroc
BeNeLI;Salomon emile;1914-1918;25/09/1914;9350;Maroc
BHALEM;Ben Mohamed;1914-1918;19/01/1919;9350;Maroc
BOUCHAeB;Ben Mohamed Ben L'Hachmi;1914-1918;26/08/1916;9350;Maroc
BOUCHTA;Ben Saed;1914-1918;03/05/1916;9350;Maroc
BRAHIM;Ben Said;1914-1918;29/01/1915;9350;Maroc
DJILALI;Ben Lhassen;1914-1918;06/10/1915;9350;Maroc
DJILALI;Ben Meki;1914-1918;02/10/1918;9350;Maroc
DJILALI;Ben Mohamed;1914-1918;14/05/1915;9350;Maroc
EL HABIB;Ben Kaddour;1914-1918;21/06/1915;9350;Maroc
EL HACHEMI;Ben Boucheta;1914-1918;09/04/1918;9350;Maroc
EL HACHEMI;Ben Djilali;1914-1918;28/06/1918;9350;Maroc
EL KEBIR;Ben Rahal;1914-1918;30/10/1918;9350;Maroc
EL MAATI;Ben Mohamed;1914-1918;14/05/1916;9350;Maroc
EL MATI;Ben Bouchaeb;1914-1918;05/09/1914;9350;Maroc
EL MATI;Ben Mohamed;1914-1918;08/08/1918;9350;Maroc
EL MATTI;Ben Hamoun;1914-1918;30/03/1915;9350;Maroc
EMBARECK;Ben Kaddour;1914-1918;25/09/1915;9350;Maroc
EMBAREK;Ben Mohamed;1914-1918;17/10/1915;9350;Maroc
FATHA;Ben Habbar;1914-1918;25/09/1915;9350;Maroc
HAMADI;Ben Tahar;1914-1918;07/03/1916;9350;Maroc
HAMED;Ben Miloud;1914-1918;21/10/1917;9350;Maroc
HASSAN;Ben Tahar;1914-1918;23/10/1915;9350;Maroc
HIHIAA;Ben Si Mohamed;1914-1918;12/07/1918;9350;Maroc
KALIFA;Ben Aomar;1914-1918;18/03/1918;9350;Maroc
KASSEM;Ben Mohamed;1914-1918;19/07/1918;9350;Maroc
L'GHEMATI;Ben Bel Hallaf;1914-1918;05/09/1914;9350;Maroc
LAHOUSSINE;Ben Mohamed;1914-1918;15/09/1915;9350;Maroc
LAKDAR;Ould Ben Mohamed;1914-1918;12/06/1918;9350;Maroc
LARBI;Ben Moussa;1914-1918;08/05/1919;9350;Maroc
LASRI;Ben Mohamed;1914-1918;13/03/1915;9350;Maroc
LHASSEN;Ben Ali;1914-1918;23/05/1917;9350;Maroc
LHASSEN;Ben Lhassaine;1914-1918;22/08/1918;9350;Maroc
LHASSEN;Ben Mohamed;1914-1918;09/12/1917;9350;Maroc
M'AHMED;Ben Mekki;1914-1918;02/05/1918;9350;Maroc
M'AHMED;Ben Messaoud;1914-1918;24/03/1915;9350;Maroc
MADJOUB;Ben Mohamed;1914-1918;10/05/1915;9350;Maroc
MAHJOUB;Ben Brahim;1914-1918;14/06/1918;9350;Maroc
MAHJOUB;Ben Hamou;1914-1918;30/05/1915;9350;Maroc
MAHJOUB;Ben Saed;1914-1918;29/11/1918;9350;Maroc
MESSAOUD;Ben Fatah;1914-1918;14/05/1916;9350;Maroc
MESSAOUD;Ben Tahar;1914-1918;06/09/1914;9350;Maroc
MIMOUN;Ben M'Barek;1914-1918;11/05/1916;9350;Maroc
MOHAMED;Barek Ben Selim;1914-1918;07/05/1917;9350;Maroc
MOHAMED;Ben Abdallah;1914-1918;29/05/1915;9350;Maroc
MOHAMED;Ben Abdelkader;1914-1918;05/09/1914;9350;Maroc
MOHAMED;Ben Abdesselem;1914-1918;13/03/1915;9350;Maroc
MOHAMED;Ben Ahmed;1914-1918;06/09/1914;9350;Maroc
MOHAMED;Ben Ahmed;1914-1918;05/09/1914;9350;Maroc
MOHAMED;Ben Ahmed;1914-1918;19/07/1918;9350;Maroc
MOHAMED;Ben Ali;1914-1918;28/08/1914;9350;Maroc
MOHAMED;Ben Amar;1914-1918;05/06/1917;9350;Maroc
MOHAMED;Ben Aomar;1914-1918;05/09/1914;9350;Maroc
MOHAMED;Ben Bouchaeb;1914-1918;06/09/1914;9350;Maroc
MOHAMED;Ben Embarek;1914-1918;18/10/1918;9350;Maroc
MOHAMED;Ben Fatmi;1914-1918;06/10/1915;9350;Maroc
MOHAMED;Ben Hammou;1914-1918;19/07/1918;9350;Maroc
MOHAMED;Ben Lahssen;1914-1918;27/07/1918;9350;Maroc
MOHAMED;Ben Laemeur;1914-1918;01/09/1917;9350;Maroc
MOHAMED;Ben Lhassen;1914-1918;19/05/1916;9350;Maroc
MOHAMED;Ben Lhassen;1914-1918;16/06/1915;9350;Maroc
MOHAMED;Ben Mansouri;1914-1918;19/10/1918;9350;Maroc
MOHAMED;Ben Mohamed;1914-1918;13/06/1915;9350;Maroc
MOHAMED;Ben Saed;1914-1918;11/04/1918;9350;Maroc
MOHAMED;Ben Salah;1914-1918;05/09/1914;9350;Maroc
MOHAMMED;Ben Sadet;1914-1918;18/03/1916;9350;Maroc
MOKTAR;Ben Abdesselem;1914-1918;09/01/1915;9350;Maroc
MOUJIB;Ben Mohamed;1914-1918;16/04/1917;9350;Maroc
RAHAL;Ben Mohamed;1914-1918;13/01/1915;9350;Maroc
SAeD;Ben Ali;1914-1918;24/06/1915;9350;Maroc
SAeD;Ben Mohamed;1914-1918;16/04/1917;9350;Maroc
SALAH;Ben Mohamed;1914-1918;03/03/1915;9350;Maroc
SALEM;Ben Dahan;1914-1918;09/08/1918;9350;Maroc
SALEM;Ben Mohamed Es Sebai;1914-1918;23/05/1916;9350;Maroc
SI EL ALAFI;Ben Embarek;1914-1918;06/10/1915;9350;Maroc
SI MIMOUN;Ben Hamadi;1914-1918;01/09/1919;9350;Maroc
TAHAR;Ben Embarek;1914-1918;19/12/1915;9350;Maroc
TAeB;Ben Hadj;1914-1918;16/06/1915;9350;Maroc
TAeEBI;Ben Mohamed;1914-1918;16/04/1919;9350;Maroc
ABDALLAH;Ben Mohamed;1914-1918;01/05/1915;9350;Maroc
ABDELASIS;Ben Brahim Ould Fissous;1914-1918;25/09/1915;9350;Maroc
ABDELKADER;Ben Ahmed;1914-1918;14/10/1914;9350;Maroc
ABDELKADER;Ben Aessa;1914-1918;27/04/1917;9350;Maroc
ABDELKADER;Ben El Hadj;1914-1918;13/06/1915;9350;Maroc
ABDELKADER;Ben Mebareck;1914-1918;09/09/1914;9350;Maroc
ABDELKADER;Ben Tahar;1914-1918;13/03/1915;9350;Maroc
ABDESSELEM;Ben Ahmed;1914-1918;31/08/1918;9350;Maroc
AHMADI;Ben Salah;1914-1918;30/09/1918;9350;Maroc
AHMED;Ben Ali;1914-1918;26/03/1915;9350;Maroc
AHMED;Ben Amed;1914-1918;05/06/1917;9350;Maroc
AHMED;Ben Aomar;1914-1918;12/02/1915;9350;Maroc
AHMED;Ben Azouz;1914-1918;21/11/1915;9350;Maroc
AHMED;Ben Kaddour;1914-1918;06/06/1915;9350;Maroc
AHMED;Ben Lachemi;1914-1918;08/01/1915;9350;Maroc
AHMED;Ben Lahcen;1914-1918;19/05/1916;9350;Maroc
AHMED;Ben Larbi;1914-1918;28/06/1918;9350;Maroc
AHMED;Ben Mehedi;1914-1918;03/07/1917;9350;Maroc
AHMED;Ben Mohamed;1914-1918;22/08/1918;9350;Maroc
AHMED;Ben Mohamed;1914-1918;18/07/1918;9350;Maroc
AHMED;Ben Mohamed;1914-1918;08/01/1915;9350;Maroc
AHMED;Ben Tahar;1914-1918;;9350;Maroc
AHMED;Ben Yazid;1914-1918;15/05/1917;9350;Maroc
AISSA BEN LHASSEN;;1914-1918;12/10/1918;9350;Maroc
ALI;Ben Ahmed;1914-1918;20/10/1917;9350;Maroc
ALI;Ben Mohamed;1914-1918;17/03/1915;9350;Maroc
ALI;Ben Somain;1914-1918;20/08/1918;9350;Maroc
ALI;Ben Tahar Chiadoui;1914-1918;07/08/1917;9350;Maroc
ALLAH;Ben El Hadj;1914-1918;06/10/1915;9350;Maroc
ALLAL;Ben Driss;1914-1918;28/03/1919;9350;Maroc
ALLOLU;;1914-1918;15/10/1914;9350;Maroc
AMAR;Ben Tahar;1914-1918;30/06/1917;9350;Maroc
AMARA;Lakdar;1914-1918;11/12/1916;9350;Maroc
AMOR;Ben Djillali;1914-1918;04/07/1918;9350;Maroc
AOMAR;Ben Ahmed;1914-1918;15/03/1915;9350;Maroc
AYAD;Ben Bachir;1914-1918;05/03/1919;9350;Maroc
AZIZ;Ben Abdesselem;1914-1918;25/05/1917;9350;Maroc
BACHIR;Ben Ahmed;1914-1918;19/05/1916;9350;Maroc
BEBKER;Ben Bellal;1914-1918;11/10/1918;9350;Maroc
BELAeB;Ben Mohamed;1914-1918;06/09/1914;9350;Maroc
BEN AISSA;Ben Allal;1914-1918;17/04/1917;9350;Maroc
BOUAMEUR;Ben Belkacem;1914-1918;07/10/1918;9350;Maroc
BOUBEKEUR;Ben El Hadj Djilali Ben Rahal;1914-1918;24/05/1915;9350;Maroc
BOUCHAeB;Ben Bou Ali;1914-1918;09/09/1917;9350;Maroc
BOUCHAeB;Ben M'Ahmed;1914-1918;06/10/1915;9350;Maroc
BOUCHAeB;Ben Mohamed;1914-1918;26/10/1919;9350;Maroc
BOUCHAeB;Ben Mohamed;1914-1918;22/03/1919;9350;Maroc
BOUCHAeB;Ben Sliman;1914-1918;05/09/1914;9350;Maroc
BOUSKRI;Ben Mohamed;1914-1918;20/07/1918;9350;Maroc
BOUZIANE;Ben Mohamed;1914-1918;27/04/1918;9350;Maroc
DJILALI;Ben Ahmed;1914-1918;16/06/1915;9350;Maroc
DJILALI;Ben Bihi;1914-1918;13/10/1918;9350;Maroc
DJILALI;Ben Mohamed;1914-1918;14/05/1915;9350;Maroc
DJILALI;Ben Naceur;1914-1918;17/09/1914;9350;Maroc
DRISS;Ben Mohamed;1914-1918;16/04/1917;9350;Maroc
EL HAOUSSINE;Ben Amadi;1914-1918;17/06/1915;9350;Maroc
EL HOUSSINE;Ben Mohamed El Houssine;1914-1918;05/09/1914;9350;Maroc
EL KEBIR;Ben Driss;1914-1918;12/05/1916;9350;Maroc
EL MAATI;Ben Mohamed;1914-1918;11/06/1915;9350;Maroc
FEDAN;Ben Mohamed;1914-1918;03/05/1916;9350;Maroc
FeReS;Ben El Hadj;1914-1918;20/07/1918;9350;Maroc
HAMED;Ben Kachir;1914-1918;28/07/1918;9350;Maroc
HAMED;Ben Mohamed;1914-1918;09/08/1918;9350;Maroc
HAMED;Ben Sliman;1914-1918;18/03/1918;9350;Maroc
HAMMOU;Ben Daoui;1914-1918;21/03/1915;9350;Maroc
HAOUMAN;Ben M'Ahmed;1914-1918;27/09/1918;9350;Maroc
HAUSSEN;ben Hamed;1914-1918;19/05/1917;9350;Maroc
HOUSSELINE;Ben Alifa;1914-1918;26/07/1918;9350;Maroc
KACEM;Ben Youssef;1914-1918;20/05/1919;9350;Maroc
KADDOUR;Ben Hadj;1914-1918;07/03/1918;9350;Maroc
L'HASSEN;Ben M'Barech;1914-1918;30/04/1915;9350;Maroc
LAHOUSSINE;Ben Abdelkader;1914-1918;16/03/1915;9350;Maroc
LARBI;Ben Abdesselem;1914-1918;18/07/1918;9350;Maroc
LARBI;Ben Matti;1914-1918;05/09/1914;9350;Maroc
LARBI;Ben Mohamed;1914-1918;06/10/1915;9350;Maroc
LARBI;Ben Tahar;1914-1918;16/04/1917;9350;Maroc
LASSEN;Ben Mohamed;1914-1918;18/07/1919;9350;Maroc
LHASSEN;Ben Ahmed;1914-1918;25/10/1918;9350;Maroc
LHASSEN;Ben El Hadj;1914-1918;14/05/1916;9350;Maroc
M'AHMED;Ben Bouchaeb;1914-1918;05/09/1914;9350;Maroc
